,index,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,TITULARIDAD,AREA_TERRITORIAL,URL_CENTRO
2455,Madrid-Capital,28013863,CPR INF-PRI-SEC,LA SALLE,"Calle Blas Carrera, 50 ",Madrid,Latina,28044,917050011,917058368,Privado Concertado,Madrid-Capital,https://www.institucionlasalle.es/colegio/
2457,Madrid-Capital,28008934,CPR INF-PRI-SEC,LA SALLE-SAGRADO CORAZON,"Avenida Del Cardenal Herrera Oria, 242 ",Madrid,Fuencarral-El Pardo,28035,917385300,917307493,Privado Concertado,Madrid-Capital,http://www.lasallesagradocorazon.es
2459,Madrid-Capital,28046901,CPR INF-PRI-SEC,LAS ROSAS,"Calle De Calabria C/v A Avda. De Niza, 24, 1 ",Madrid,San Blas-Canillejas,28022,913132334,917754987,Privado Concertado,Madrid-Capital,http://www.colegiolasrosas.es
2460,Madrid-Capital,28067409,CPR INF-PRI-SEC,LAS TABLAS VALVERDE,"Paseo De La Tierra De Melide, S/n ",Madrid,Fuencarral-El Pardo,28050,914273506,914273061,Privado Concertado,Madrid-Capital,Sin web
2462,Madrid-Capital,28011623,CPR INF-PRI-SEC,LICEO CONSUL,"Calle De Peironcely, 7 ",Madrid,Puente de Vallecas,28053,917858714,917858809,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.liceoconsul.madrid
2463,Madrid-Capital,28015291,CPR INF-PRI-SEC,LICEO IBERICO,"Calle De Antonio Vicent, 58 ",Madrid,Carabanchel,28019,915691725,915691725,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.liceoiberico.madrid
2464,Madrid-Capital,28013188,CPR INF-PRI-SEC,LICEO MADARIAGA,"Calle De Francisco Madariaga, 11 ",Madrid,Ciudad Lineal,28017,914061491,914061491,Privado Concertado,Madrid-Capital,Sin web
2466,Madrid-Capital,28011544,CPR INF-PRI-SEC,LICEO SOROLLA B,"Calle De Nueva Zelanda, 21 ",Madrid,Moncloa-Aravaca,28035,913164327,913736434,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.liceosorollab.madrid
2467,Madrid-Capital,28017649,CPR INF-PRI-SEC,LICEO VERSALLES,"Calle Del Puerto De Somosierra, 9 ",Madrid,Villa de Vallecas,28031,913325654,913323151,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.liceoversalles.madrid
2469,Madrid-Capital,28005738,CPR INF-PRI-SEC,LOPEZ VICUÑA,"Calle De Hinojal, 7 ",Madrid,San Blas-Canillejas,28037,913202969,913930032,Privado Concertado,Madrid-Capital,http://www.lopezvicu.es
2474,Madrid-Capital,28022104,CPR INF-PRI-SEC,LOS OLMOS,"Calle De Los Astros, 13 ",Madrid,Retiro,28007,914009866,914009867,Privado Concertado,Madrid-Capital,Sin web
2475,Madrid-Capital,28012032,CPR INF-PRI-SEC,LOS ROBLES,"Avenida De La Osa Mayor, 239 ",Madrid,Moncloa-Aravaca,28023,913070330,913572819,Privado Concertado,Madrid-Capital,http://www.colegiolosrobles.net
2476,Madrid-Capital,28067392,CPR INF-PRI-SEC,LOS TILOS,"Calle De El Bosco, S/n ",Madrid,Puente de Vallecas,28038,913451116,913598243,Privado Concertado,Madrid-Capital,Sin web
2477,Madrid-Capital,28020235,CPR INF-PRI-SEC,LOURDES,"Calle De San Roberto, 8 ",Madrid,Latina,28011,915180358,915184820,Privado Concertado,Madrid-Capital,Sin web
2479,Madrid-Capital,28012603,CPR INF-PRI-SEC,LUZ CASANOVA,"Calle De Madridejos, 34 ",Madrid,Usera,28026,914753146,914753146,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.luzcasanova-usera.madrid
2480,Madrid-Capital,28012585,CPR INF-PRI-SEC,LUZ CASANOVA,"Calle De La Alondra, 18 ",Madrid,Carabanchel,28025,915254929,915254929,Privado Concertado,Madrid-Capital,http://www.luzcasanovamadrid.com
2481,Madrid-Capital,28007152,CPR INF-PRI-SEC,LUZ CASANOVA EMBAJADORES,"Calle De Aldea Del Fresno, 1 ",Madrid,Arganzuela,28045,914739150,914739150,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.luzcasanova-arganzuela.madrid
2482,Madrid-Capital,28007826,CPR INF-PRI-SEC,MADRE DE DIOS,"Calle De Ángel Muñoz, 5 ",Madrid,Ciudad Lineal,28043,914158169,914139247,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.madrededios.madrid
2483,Madrid-Capital,28007103,CPR INF-PRI-SEC,MADRES CONCEPCIONISTAS,"Calle De La Princesa, 19 ",Madrid,Moncloa-Aravaca,28008,915424901,915598313,Privado Concertado,Madrid-Capital,http://www.princesa.concepcionistas.es
2484,Madrid-Capital,28012779,CPR INF-PRI-SEC,MADRES MERCEDARIAS DE D. JUAN DE ALARCON,"Calle De Valverde, 15 ",Madrid,Centro,28004,915224615,915327756,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.mmjuandealarcon.madrid
2489,Madrid-Capital,28020429,CPR INF-PRI-SEC,MARIA AUXILIADORA,"Calle De Villaamil, 18 ",Madrid,Tetuán,28039,913110750,913110462,Privado Concertado,Madrid-Capital,http://www.colegiomariaauxiliadora.org
2490,Madrid-Capital,28007917,CPR INF-PRI-SEC,MARIA INMACULADA,"Paseo Del General Martínez Campos, 18 ",Madrid,Chamberí,28010,914466119,914466870,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.mariainmaculada-chamberi.madrid
2491,Madrid-Capital,28007942,CPR INF-PRI-SEC,MARIA REINA,"Calle De Gil Y Polo, 7 ",Madrid,Ciudad Lineal,28017,914075372,914075372,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.mariareina.madrid
2492,Madrid-Capital,28007954,CPR INF-PRI-SEC,MARIA REINA,"Avenida De Orcasur, 42 ",Madrid,Usera,28041,913170237,913177644,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.mariareina-usera.madrid
2493,Madrid-Capital,28012688,CPR INF-PRI-SEC,MARIA REINA,"Calle De Aranzueque, 4 ",Madrid,Moncloa-Aravaca,28023,913070294,91 3570834,Privado Concertado,Madrid-Capital,www.colegiomariareina.es
2495,Madrid-Capital,28019762,CPR INF-PRI-SEC,MARIA VIRGEN,"Calle Del Padre Damián, 20 ",Madrid,Chamartín,28036,913440163,913440907,Privado Concertado,Madrid-Capital,http://www.jesuitinasmariavirgen.es
2497,Madrid-Capital,28005842,CPR INF-PRI-SEC,MATER AMABILIS,"Calle De La Gavia Seca, 15 ",Madrid,Villa de Vallecas,28031,913324935,913323434,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.materamabilis.madrid
2498,Madrid-Capital,28007991,CPR INF-PRI-SEC,MATER INMACULATA,"Calle De La Madre Antonia París, 1 ",Madrid,Ciudad Lineal,28027,914036200,-,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.materinmaculata.madrid
2499,Madrid-Capital,28016712,CPR INF-PRI-SEC,MATER PURISSIMA,"Calle De La Madre Cándida María De Jesús, 4 ",Madrid,Usera,28026,914758054,915001210,Privado Concertado,Madrid-Capital,http://www.jesuitinasmater.es
2500,Madrid-Capital,28012767,CPR INF-PRI-SEC,MENESIANO,"Avenida De Brasilia, 11 ",Madrid,Salamanca,28028,917269804,910020597,Privado Concertado,Madrid-Capital,Sin web
2502,Madrid-Capital,28012846,CPR INF-PRI-SEC,MINERVA,"Calle De Villardondiego, 15 ",Madrid,Vicálvaro,28032,917762511,917762511,Privado Concertado,Madrid-Capital,http://www.colegiominerva.net
2503,Madrid-Capital,28008053,CPR INF-PRI-SEC,MIRASIERRA,"Calle De Ascao, 33 ",Madrid,Ciudad Lineal,28017,913673087,913675566,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.mirasierra.madrid
2504,Madrid-Capital,28021975,CPR INF-PRI-SEC,MIRASOL,"Calle De Peña Dorada, 4 ",Madrid,Fuencarral-El Pardo,28034,917386100,917382088,Privado Concertado,Madrid-Capital,http://www.colegiomirasol.com
2507,Madrid-Capital,28011911,CPR INF-PRI-SEC,MONTPELLIER,"Calle De La Virgen Del Val, 7 ",Madrid,Ciudad Lineal,28027,914041100,91 4053511,Privado Concertado,Madrid-Capital,Sin web
2508,Madrid-Capital,28013292,CPR INF-PRI-SEC,MONTSERRAT,"Calle De Juan Esplandiu, 2 Bis ",Madrid,Retiro,28007,915737507,915740486,Privado Concertado,Madrid-Capital,http://www.colegiomontserrat.fuhem.es
2509,Madrid-Capital,28012901,CPR INF-PRI-SEC,NATIVIDAD DE NUESTRA SEÑORA,"Calle De Martínez Izquierdo, 8 ",Madrid,Salamanca,28028,913555686,917130855,Privado Concertado,Madrid-Capital,http://www.colegionatividadmadrid.es
2510,Madrid-Capital,28035044,CPR INF-PRI-SEC,NAZARET,"Calle Del Castillo De Uclés, 24 ",Madrid,San Blas-Canillejas,28037,913049368,913272543,Privado Concertado,Madrid-Capital,http://www.nazaretsanblas.org
2511,Madrid-Capital,28007191,CPR INF-PRI-SEC,NAZARET-OPORTO,"Calle De Las Clarisas, 4 ",Madrid,Carabanchel,28019,914714902,914722219,Privado Concertado,Madrid-Capital,Sin web
2512,Madrid-Capital,28022487,CPR INF-PRI-SEC,NERVION,"Calle Del Nervión, 2 ",Madrid,Chamartín,28002,915623030,915629180,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.nervion.madrid
2515,Madrid-Capital,28022499,CPR INF-PRI-SEC,NUESTRA SEÑORA DE FATIMA,"Calle De Manuel Muñoz, 30 ",Madrid,Usera,28026,914757880,914761234,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.nsdefatima.madrid
2517,Madrid-Capital,28013051,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LA CONSOLACION,"Plaza De La Madre Molas, 2 ",Madrid,Chamartín,28036,913592905,-,Privado Concertado,Madrid-Capital,Sin web
2518,Madrid-Capital,28015586,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LA ESTRELLA,"Calle Del Barco Sinaia, 1 ",Madrid,Puente de Vallecas,28038,914372234,914399551,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.nsdelaestrella.madrid
2520,Madrid-Capital,28013280,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LA MERCED,"Calle Del Poeta Blas De Otero, 5 ",Madrid,Ciudad Lineal,28017,913556394,913611306,Privado Concertado,Madrid-Capital,http://www.colegioseilamerced.com
2521,Madrid-Capital,28013255,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LA MERCED,"Avenida De Alfonso Xiii, 165 ",Madrid,Chamartín,28016,913508706,913502909,Privado Concertado,Madrid-Capital,http://nsm.madrid.mercedariasdelacaridad.es
2522,Madrid-Capital,28015562,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LA PROVIDENCIA,"Calle De Monederos, 2 ",Madrid,Usera,28026,914753009,915002239,Privado Concertado,Madrid-Capital,http://www.nsprovidencia.es
2524,Madrid-Capital,28031993,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LA VEGA,"Calle De Chantada, 28 ",Madrid,Fuencarral-El Pardo,28029,917386700,917386060,Privado Concertado,Madrid-Capital,http://www.ntrasradelavega.com
2525,Madrid-Capital,28022633,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LAS DELICIAS,"Paseo De Las Delicias, 67 ",Madrid,Arganzuela,28045,915274934,915280168,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.nsdelasdelicias.madrid
2526,Madrid-Capital,28013115,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LAS ESCUELAS PIAS,"Calle De Eugenia De Montijo, 83 ",Madrid,Carabanchel,28044,914654400,914654511,Privado Concertado,Madrid-Capital,http://www.escolapiascarabanchel.com
2527,Madrid-Capital,28013097,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LAS ESCUELAS PIAS,"Calle De Ocaña, 191 ",Madrid,Latina,28047,917183685,-,Privado Concertado,Madrid-Capital,http://www.escolapiosaluche.com
2528,Madrid-Capital,28008405,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LAS NIEVES,"Calle De Alcalá, 589 ",Madrid,San Blas-Canillejas,28022,917410009,917410009,Privado Concertado,Madrid-Capital,https://colegionuestrasradelasnieves.es/
2529,Madrid-Capital,28013450,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LAS VICTORIAS,"Calle Del Apóstol Santiago, 72 ",Madrid,Ciudad Lineal,28017,914035303,914047292,Privado Concertado,Madrid-Capital,http://www.filipensesmadrid.net
2530,Madrid-Capital,28012949,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LOS ANGELES,"Calle De La Canción Del Olvido, 55 ",Madrid,Villaverde,28041,913176203,913699397,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.nsdelosangeles.madrid
2531,Madrid-Capital,28019592,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LOS DOLORES,"Calle Del Tordo, 11 ",Madrid,Carabanchel,28019,914718954,914719959,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.nsdolores.madrid
2533,Madrid-Capital,28030289,CPR INF-PRI-SEC,NUESTRA SEÑORA DE MORATALAZ,"Avenida De Moratalaz, 91 ",Madrid,Moratalaz,28030,914392146,914374881,Privado Concertado,Madrid-Capital,Sin web
2535,Madrid-Capital,28008223,CPR INF-PRI-SEC,NUESTRA SEÑORA DEL BUEN CONSEJO,"Calle De Ábalos, 5 ",Madrid,Ciudad Lineal,28043,914132551,914132551,Privado Concertado,Madrid-Capital,Sin web
2536,Madrid-Capital,28008211,CPR INF-PRI-SEC,NUESTRA SEÑORA DEL BUEN CONSEJO,"Calle De Juan Montalvo, 30 ",Madrid,Moncloa-Aravaca,28040,914561870,915358498,Privado Concertado,Madrid-Capital,http://www.buenconsejo-madrid.com
2538,Madrid-Capital,28013036,CPR INF-PRI-SEC,NUESTRA SEÑORA DEL CARMEN,"Avenida Real De Pinto, 41 ",Madrid,Villaverde,28021,917970146,-,Privado Concertado,Madrid-Capital,http://nscarmen.corazonistas.org/
2539,Madrid-Capital,28017844,CPR INF-PRI-SEC,NUESTRA SEÑORA DEL PILAR,"Calle De Sánchez Preciados, 62 ",Madrid,Moncloa-Aravaca,28039,914502012,-,Privado Concertado,Madrid-Capital,http://www.trilemamadrid.org
2540,Madrid-Capital,28008508,CPR INF-PRI-SEC,NUESTRA SEÑORA DEL PILAR,"Calle De San Benito, 6 ",Madrid,Tetuán,28029,913151215,913154061,Privado Concertado,Madrid-Capital,http://www.salesianasnsp.es
2541,Madrid-Capital,28008511,CPR INF-PRI-SEC,NUESTRA SEÑORA DEL PILAR,"Calle De Castelló, 56 ",Madrid,Salamanca,28001,915750404,915763890,Privado Concertado,Madrid-Capital,http://www.nspilar.com
2542,Madrid-Capital,28013371,CPR INF-PRI-SEC,NUESTRA SEÑORA DEL RECUERDO,"Plaza Del Duque De Pastrana, 5 ",Madrid,Chamartín,28036,913022640,913839668,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.nsdelrecuerdo.madrid
2543,Madrid-Capital,28013401,CPR INF-PRI-SEC,NUESTRA SEÑORA DEL SAGRADO CORAZON,"Calle De La Grandeza Española, 89 ",Madrid,Latina,28011,914639400,914797260,Privado Concertado,Madrid-Capital,http://www.sagradocorazonfranciscanas.es
2544,Madrid-Capital,28034933,CPR INF-PRI-SEC,NUEVA CASTILLA,"Calle Mazaterón, 12 ",Madrid,Villa de Vallecas,28051,913315897,-,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.nuevacastilla.madrid
2545,Madrid-Capital,28015653,CPR INF-PRI-SEC,OBISPO PERELLO,"Calle De La Virgen Del Sagrario, 22 ",Madrid,Ciudad Lineal,28027,914060000,914073547,Privado Concertado,Madrid-Capital,http://www.obispoperello.es
2546,Madrid-Capital,28008387,CPR INF-PRI-SEC,OBRA SO.N.S.MONTSERRAT-S.SIMON Y S.JUDAS,"Calle De Trévelez, 3 ",Madrid,Usera,28041,913175643,913172496,Privado Concertado,Madrid-Capital,http://www.colegiomontserrat.eu
2548,Madrid-Capital,28013838,CPR INF-PRI-SEC,PARAISO SAGRADOS CORAZONES,"Calle Del Padre Damián, 34 ",Madrid,Chamartín,28036,913441693,913440892,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.paraisosagradoscorazones.madrid
2550,Madrid-Capital,28011209,CPR INF-PRI-SEC,PATROCINIO DE MARIA,"Calle De Umbría, 31 ",Madrid,Hortaleza,28043,913001605,913885326,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.patrociniodemaria.madrid
2551,Madrid-Capital,28013504,CPR INF-PRI-SEC,PATROCINIO DE SAN JOSE,"Calle Del General Moscardó, 24 ",Madrid,Tetuán,28020,915359840,915359841,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.patrociniodesanjose.madrid
2552,Madrid-Capital,28013565,CPR INF-PRI-SEC,PUREZA DE MARIA,"Calle De Lira, 10 ",Madrid,Retiro,28007,915736001,914091150,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.purezademaria.madrid
2553,Madrid-Capital,28008791,CPR INF-PRI-SEC,PURISIMA CONCEPCION,"Calle De La Puebla, 20 ",Madrid,Centro,28004,915219758,915232836,Privado Concertado,Madrid-Capital,http://www.pconcepcion.escuelateresiana.com
2554,Madrid-Capital,28013590,CPR INF-PRI-SEC,RAFAELA YBARRA,"Avenida De Rafaela Ybarra, 73 ",Madrid,Usera,28026,915691205,915608041,Privado Concertado,Madrid-Capital,Sin web
2555,Madrid-Capital,28013607,CPR INF-PRI-SEC,RAIMUNDO LULIO,"Avenida De San Diego, 63 ",Madrid,Puente de Vallecas,28018,914781997,-,Privado Concertado,Madrid-Capital,http://www.raimundolulio.org
2557,Madrid-Capital,28013191,CPR INF-PRI-SEC,REAL COLEGIO NUESTRA SEÑORA DE LORETO,"Calle De O'donnell, 61 ",Madrid,Salamanca,28009,915733210,915737624,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.realcolegionsloreto.madrid
2558,Madrid-Capital,28009549,CPR INF-PRI-SEC,REAL COLEGIO SANTA ISABEL-LA ASUNCION,"Calle De Santa Isabel, 46 ",Madrid,Centro,28012,915273183,915289845,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.rcsantaisabel.madrid
2559,Madrid-Capital,28016256,CPR INF-PRI-SEC,REINADO DEL CORAZON DE JESUS,"Calle De Walía, 19 ",Madrid,Retiro,28007,915517462,915517939,Privado Concertado,Madrid-Capital,https://colegioreinadomadrid.es
2560,Madrid-Capital,28037791,CPR INF-PRI-SEC,RETIRO,"Calle Del Poeta Esteban De Villegas, S/n ",Madrid,Retiro,28014,914335813,915524642,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.retiro.madrid
2562,Madrid-Capital,28046509,CPR INF-PRI-SEC,SAGRADA FAMILIA,"Calle De Oberón, 6 ",Madrid,Moratalaz,28030,913015281,913015287,Privado Concertado,Madrid-Capital,http://www.safamadrid.com
2564,Madrid-Capital,28013723,CPR INF-PRI-SEC,SAGRADA FAMILIA,"Calle De Jorge Juan, 165 ",Madrid,Salamanca,28028,913559055,913564995,Privado Concertado,Madrid-Capital,safajj.corazonistas.org
2565,Madrid-Capital,28013759,CPR INF-PRI-SEC,SAGRADA FAMILIA DE URGEL,"Avenida De Palomeras, 88 ",Madrid,Puente de Vallecas,28018,913031032,913031029,Privado Concertado,Madrid-Capital,http://www.safaurgelmadrid.com
2566,Madrid-Capital,28013772,CPR INF-PRI-SEC,SAGRADO CORAZON,"Paseo De Santa María De La Cabeza, 115 ",Madrid,Usera,28026,914765112,914755196,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sagradocorazon.madrid
2567,Madrid-Capital,28008892,CPR INF-PRI-SEC,SAGRADO CORAZON,"Calle De Santa Magdalena Sofía, 12 ",Madrid,Chamartín,28036,913023540,913839329,Privado Concertado,Madrid-Capital,http://www.chamartin.redsagradocorazon.es
2568,Madrid-Capital,28008910,CPR INF-PRI-SEC,SAGRADO CORAZON,"Calle De San Jaime, 21 ",Madrid,Villa de Vallecas,28031,913030140,-,Privado Concertado,Madrid-Capital,sagrado-corazon.net
2569,Madrid-Capital,28020107,CPR INF-PRI-SEC,SAGRADO CORAZON,"Plaza De La Madre María Ana Mogas, 12 ",Madrid,Fuencarral-El Pardo,28034,917340218,913720028,Privado Concertado,Madrid-Capital,http://www.sagradocorazonfuencarral.com
2570,Madrid-Capital,28008909,CPR INF-PRI-SEC,SAGRADO CORAZON,"Avenida De Alfonso Xiii, 127 ",Madrid,Chamartín,28016,913531380,913592142,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sagradocorazon-chamartin.madrid
2571,Madrid-Capital,28016268,CPR INF-PRI-SEC,SAGRADO CORAZON,"Calle De Don Pedro, 14 ",Madrid,Centro,28005,913653604,913540217,Privado Concertado,Madrid-Capital,http://www.sagradocorazonmadrid.com
2572,Madrid-Capital,28007292,CPR INF-PRI-SEC,SAGRADO CORAZON DE JESUS,"Paseo Del General Martínez Campos, 6 ",Madrid,Chamberí,28010,914454512,914469501,Privado Concertado,Madrid-Capital,www.colegioscjesusmartinezcampos.es
2573,Madrid-Capital,28013784,CPR INF-PRI-SEC,SAGRADO CORAZON DE JESUS,"Calle De Ferraz, 63 ",Madrid,Moncloa-Aravaca,28008,915490358,915499177,Privado Concertado,Madrid-Capital,ferraz.redsagradocorazon.es
2574,Madrid-Capital,28013802,CPR INF-PRI-SEC,SAGRADO CORAZON DE JESUS,"Calle De Valderribas, 2 ",Madrid,Retiro,28007,915511655,915515018,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.scorazondejesus-retiro.madrid
2577,Madrid-Capital,28008946,CPR INF-PRI-SEC,SAGRADOS CORAZONES,"Calle De Martín De Los Heros, 91 ",Madrid,Moncloa-Aravaca,28008,915496750,915499764,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sagradoscorazones.madrid
2578,Madrid-Capital,28012640,CPR INF-PRI-SEC,SALESIANOS ATOCHA,"Ronda De Atocha, 27 ",Madrid,Arganzuela,28012,915062100,915304100,Privado Concertado,Madrid-Capital,Sin web
2581,Madrid-Capital,28015471,CPR INF-PRI-SEC,SAN AGUSTIN,"Calle Del Padre Damián, 18 ",Madrid,Chamartín,28036,914589620,913441271,Privado Concertado,Madrid-Capital,http://www.colegiosanagustin-madrid.org/
2582,Madrid-Capital,28016645,CPR INF-PRI-SEC,SAN ALBERTO MAGNO,"Travesia De Iván De Vargas, 1 ",Madrid,Carabanchel,28019,915693684,915651281,Privado Concertado,Madrid-Capital,http://www.colegiosam.com/
2583,Madrid-Capital,28013887,CPR INF-PRI-SEC,SAN ALFONSO,"Calle Del Mesón De Paredes, 78 ",Madrid,Centro,28012,915285705,-,Privado Concertado,Madrid-Capital,Sin web
2584,Madrid-Capital,28018711,CPR INF-PRI-SEC,SAN BERNARDO,"Avenida Del Manzanares, 20-22 ",Madrid,Latina,28011,913666413,913642084,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sanbernardo.madrid
2585,Madrid-Capital,28009033,CPR INF-PRI-SEC,SAN BUENAVENTURA,"Calle De El Greco, 16 ",Madrid,Latina,28011,915267161,914641687,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sanbuenaventura.madrid
2586,Madrid-Capital,28009082,CPR INF-PRI-SEC,SAN EULOGIO,"Calle De La Revoltosa, 17 ",Madrid,Villa de Vallecas,28031,913322848,917958608,Privado Concertado,Madrid-Capital,http://www.colegiosaneulogio.com
2587,Madrid-Capital,28013991,CPR INF-PRI-SEC,SAN FRANCISCO DE ASIS,"Calle De La Madre Carmen Del Niño Jesús, 7 ",Madrid,Chamartín,28002,915634404,915611239,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sanfranciscodeasis.madrid
2589,Madrid-Capital,28014570,CPR INF-PRI-SEC,SAN GABRIEL,"Calle De Eugenia De Montijo, 92 ",Madrid,Carabanchel,28025,914665121,914617026,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sangabriel.madrid
2592,Madrid-Capital,28009185,CPR INF-PRI-SEC,SAN JAIME APOSTOL,"Calle De Juan José Martínez Seco, 54 ",Madrid,Villaverde,28021,917980889,917230249,Privado Concertado,Madrid-Capital,Sin web
2593,Madrid-Capital,28009203,CPR INF-PRI-SEC,SAN JAVIER,"Paseo De Santa María De La Cabeza, 85 ",Madrid,Arganzuela,28045,914734216,914737568,Privado Concertado,Madrid-Capital,Sin web
2594,Madrid-Capital,28009264,CPR INF-PRI-SEC,SAN JOSE,"Calle De Moreno Nieto, 1 ",Madrid,Arganzuela,28005,913667203,913667202,Privado Concertado,Madrid-Capital,http://www.csanjosemorenonieto.com/
2596,Madrid-Capital,28009215,CPR INF-PRI-SEC,SAN JOSE,"Calle De Francisco Laguna, 21 ",Madrid,Puente de Vallecas,28053,914771158,914771158,Privado Concertado,Madrid-Capital,http://www.sanjose.anamogas.org
2597,Madrid-Capital,28017753,CPR INF-PRI-SEC,SAN JOSE,"Calle De Emilio Ferrari, 87 ",Madrid,Ciudad Lineal,28017,913674075,913774618,Privado Concertado,Madrid-Capital,http://www.salesianassanjose.es
2598,Madrid-Capital,28014065,CPR INF-PRI-SEC,SAN JOSE,"Calle De Pedro Escudero, 21-23 ",Madrid,Puente de Vallecas,28018,913035747,913035745,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sjose.madrid
2599,Madrid-Capital,28017741,CPR INF-PRI-SEC,SAN JOSE,"Calle Del Marqués De Viana, 43 ",Madrid,Tetuán,28039,915717414,915716433,Privado Concertado,Madrid-Capital,http://www.colegiosanjosemadrid.es
2602,Madrid-Capital,28020171,CPR INF-PRI-SEC,SAN JOSE-LUCERO,"Calle Del Palmípedo, 12 ",Madrid,Latina,28047,914647203,914631660,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sanjoselucero.madrid
2603,Madrid-Capital,28009291,CPR INF-PRI-SEC,SAN JUAN BAUTISTA,"Calle De Francos Rodríguez, 5 ",Madrid,Tetuán,28039,914500000,914501951,Privado Concertado,Madrid-Capital,http://www.salesianosestrecho.es
2607,Madrid-Capital,28017893,CPR INF-PRI-SEC,SAN MARTIN,"Avenida Del Doctor García Tapia, 106 ",Madrid,Moratalaz,28030,914390624,914300018,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sanmartin.madrid
2608,Madrid-Capital,28014193,CPR INF-PRI-SEC,SAN MIGUEL ARCANGEL,"Calle De Repullés Y Vargas, 11 ",Madrid,Latina,28011,914640050,911109965,Privado Concertado,Madrid-Capital,http://www.salesianospaseo.com
2609,Madrid-Capital,28014235,CPR INF-PRI-SEC,SAN PEDRO,"Calle De José Del Pino, 53 ",Madrid,Villaverde,28021,917979551,917979551,Privado Concertado,Madrid-Capital,http://www.csanpedro.org
2610,Madrid-Capital,28019725,CPR INF-PRI-SEC,SAN RAMON Y SAN ANTONIO,"Calle De Rodríguez Marín, 57 ",Madrid,Chamartín,28002,915637091,915637219,Privado Concertado,Madrid-Capital,http://www.colegiosanramonysanantonio.es
2611,Madrid-Capital,28046881,CPR INF-PRI-SEC,SAN SATURIO,"Calle De Sebastián Herrera, 21-23 ",Madrid,Arganzuela,28012,915394175,915397747,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sansaturio.madrid
2612,Madrid-Capital,28009446,CPR INF-PRI-SEC,SAN VIATOR,"Plaza De Fernández Ladreda, 2 ",Madrid,Usera,28026,915697003,915651608,Privado Concertado,Madrid-Capital,http://www.colegiosanviator.es
